time_stamps,cumulative_heading_changes,avg_distance_to_closest_person,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,social_work,obstacle_force_on_robot,obstacle_force_on_agents,behavior_active
0.0,0.0,13.800330278228957,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4993090629577637,1.4993090629577637,8.913251e-05,8.913251e-05,0.00017826502,0.0,0.0012551208,0
0.97,0.0,12.379802326117337,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4984909296035767,1.4984909296035767,0.00024451557,0.00024451557,0.00048903114,0.0,0.006730926,0
1.94,0.0,10.928922464153368,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,0.00066154444,0.00066154444,0.0013230889,0.0,0.0004365417,0
2.91,0.0,9.481389637553091,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4997467994689941,1.4997467994689941,0.0018156349,0.0018156349,0.0036312698,0.0,2.9218498e-05,0
3.88,0.0,9.39293773686816,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4303439855575562,1.4303439855575562,8.418216e-14,8.4182004e-14,1.6836416e-13,0.0,3.6374546e-05,0
4.87,0.0,10.860665601578042,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4995672702789307,1.4995672702789307,2.206691e-15,2.206691e-15,4.413382e-15,0.0,0.00039770166,0
5.85,0.0,12.324408372506944,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4973822832107544,1.4973822832107544,2.7145542e-16,2.7145542e-16,5.4291085e-16,0.0,0.007636329,0
6.83,0.0,13.789924877949229,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,2.4773867e-17,2.4773867e-17,4.9547735e-17,0.0,0.0012878275,0
7.82,0.0,15.272311242790984,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,2.6113552e-18,2.6113552e-18,5.2227104e-18,0.0,4.8069414e-06,0
8.81,0.0,16.755178083654123,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,2.8944337e-19,2.8944337e-19,5.7888674e-19,0.0,1.2201411e-08,0
