time_stamps,cumulative_heading_changes,avg_distance_to_closest_person,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,social_work,obstacle_force_on_robot,obstacle_force_on_agents,behavior_active
9.77,0.0,17.00329549144439,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4021251201629639,1.4021251201629639,4.6966784e-06,4.6966784e-06,9.393357e-06,0.0,4.2692987e-09,0
10.72,0.0,15.600886927896337,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4966473579406738,1.4966473579406738,2.3983674e-05,2.3983674e-05,4.7967347e-05,0.0,1.3263334e-06,0
11.67,0.0,14.179255556346632,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.499858021736145,1.499858021736145,6.7043264e-05,6.7043264e-05,0.00013408653,0.0,0.00035804082,0
12.62,0.0,12.758489285794246,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4976603984832764,1.4976603984832764,0.00018274633,0.00018274641,0.00036549274,0.0,0.013275072,0
13.6,0.0,11.292728131899604,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,0.0005189303,0.0005189303,0.0010378606,0.0,0.0014236877,0
14.59,0.0,9.81351153113229,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4998520612716675,1.4998520612716675,0.0014621071,0.0014621078,0.0029242148,0.0,2.2570468e-05,0
15.58,0.0,8.776440419960782,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0208311080932617,1.0208311080932617,1.13367276e-13,1.13367276e-13,2.2673455e-13,0.0,0.000113417715,0
16.54,0.0,10.03271611314235,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.3392480611801147,1.3392480611801147,1.8171924e-13,1.8171924e-13,3.6343847e-13,0.0,2.945038e-05,0
17.49,0.0,11.336951219290718,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4596498012542725,1.4596498012542725,7.0292664e-15,7.0292664e-15,1.4058533e-14,0.0,0.0009781503,0
18.45,0.0,12.755744878690797,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,6.451962e-17,6.451962e-17,1.2903924e-16,0.0,0.0048218523,0
19.39,0.0,14.165501784610884,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,5.8582163e-18,5.858261e-18,1.1716477e-17,0.0,0.00021174696,0
20.33,0.0,15.575404671075237,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,7.6043205e-19,7.6043205e-19,1.5208641e-18,0.0,1.0819277e-06,0
21.28,0.0,17.000323779954446,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,9.7705437e-20,9.7705437e-20,1.9541087e-19,0.0,3.9200434e-09,0
22.23,0.0,17.177107942559918,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4078035354614258,1.4078035354614258,4.290709e-06,4.290709e-06,8.581418e-06,0.0,1.9822284e-09,0
23.18,0.0,15.776659864200422,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4945197105407715,1.4945197105407715,2.0806354e-05,2.0806354e-05,4.1612708e-05,0.0,6.5976656e-07,0
24.12,0.0,14.37191190894055,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4993020296096802,1.4993020296096802,5.827842e-05,5.827842e-05,0.00011655684,0.0,0.0001771442,0
25.08,0.0,12.937331145714358,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.485173225402832,1.485173225402832,0.00014103833,0.00014103833,0.00028207665,0.0,0.011094599,0
26.01,0.0,11.576210875011713,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,0.0004279243,0.0004279241,0.0008558484,0.0,0.0030685556,0
26.95,0.0,10.170858752072714,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4999302625656128,1.4999302625656128,0.0011438165,0.0011438158,0.0022876323,0.0,5.1419418e-05,0
27.9,0.0,8.853814573902643,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.3799728751182556,0.3799728751182556,0.0,0.0,0.0,0.0,0.00010240179,0
28.87,0.0,10.117275595008616,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4852280616760254,1.4852280616760254,4.2054127e-15,4.2054127e-15,8.410825e-15,0.0,4.525326e-05,0
29.83,0.0,11.545405124162736,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.498839259147644,1.498839259147644,5.578111e-16,5.578133e-16,1.1156243e-15,0.0,0.0057846927,0
30.77,0.0,12.94314919241612,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,2.1654618e-16,2.1654618e-16,4.3309237e-16,0.0,0.020251371,0
31.72,0.0,14.360182833609748,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,1.8639044e-17,1.8639044e-17,3.727809e-17,0.0,0.00024930554,0
32.66,0.0,15.764421169061666,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,2.178559e-18,2.1785675e-18,4.3571267e-18,0.0,8.2404944e-07,0
33.61,0.0,17.18453319136604,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,2.561559e-19,2.561559e-19,5.123118e-19,0.0,2.0470106e-09,0
34.55,0.0,16.605864005275908,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4801288843154907,1.4801288843154907,1.056877e-05,1.056877e-05,2.113754e-05,0.0,2.3736828e-08,0
35.49,0.0,15.201159075191494,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,3.2927663e-05,3.2927663e-05,6.5855325e-05,0.0,6.6636712e-06,0
36.43,0.0,13.791905334490965,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,9.071798e-05,9.071798e-05,0.00018143596,0.0,0.0011576319,0
37.38,0.0,12.368424451450302,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,0.00024781667,0.00024781667,0.00049563334,0.0,0.0057536107,0
38.32,0.0,10.961837223273289,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,0.00064200413,0.00064200413,0.0012840083,0.0,0.0004221017,0
39.25,0.0,9.575502606337642,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4997769594192505,1.4997769594192505,0.0016625057,0.0016625057,0.0033250113,0.0,2.2727541e-05,0
40.19,0.0,8.87982242916412,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.235230565071106,1.235230565071106,1.3917445e-12,1.3917445e-12,2.783489e-12,0.0,9.544309e-05,0
41.13,0.0,10.239500852779377,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4988609552383423,1.4988609552383423,5.852708e-15,5.852708e-15,1.1705416e-14,0.0,6.111876e-05,0
42.05,0.0,11.61430659080192,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4984314441680908,1.4984314441680908,7.2739516e-16,7.2739516e-16,1.4547903e-15,0.0,0.0031946125,0
42.99,0.0,13.018892247363281,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.5,1.5,8.749422e-17,8.749422e-17,1.7498844e-16,0.0,0.0089065,0
43.9,0.0,14.380506203466112,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.49779212474823,1.49779212474823,1.0718173e-17,1.0718173e-17,2.1436346e-17,0.0,0.00016299685,0
44.84,0.0,15.78477109732507,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.499397873878479,1.499397873878479,1.2004281e-18,1.2004281e-18,2.4008562e-18,0.0,6.178516e-07,0
45.76,0.0,17.162931972894718,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.4999972581863403,1.4999972581863403,1.5284977e-19,1.5284977e-19,3.0569954e-19,0.0,2.125811e-09,0
